id	turn1	turn2	turn3	label
1752	well i love dragon ball z  	the most important fact its the best anime ever   -- --	who is your favorite Roku or Veguita ?  ?	happy
1753	i am not kidding ?  ?	i know . thats what makes it so funny .   . . 	u are irritating  	happy
1754	please only once  	sorry i canst . :  . :	u can  	happy
1755	ya it was nice  	thank you .  .	hmm  	happy
1756	you coming hear  	this song tho  	how song  	others
1757	i want to know who is messaging  	its all probably lets be honest  	just for fun darling  	sad
1758	cool  	thanks ! keep on tickling my friend   ! 	i want to talk to you .  .	others
1759	what th  9 	its the best th month by far  9 	oh ur changing the topic  	others
1760	youve ever had one ?  ?	no . i havent  . 	why ?  ?	others
1761	i like trying new things  	look at you being sweet   	actually , i am  , 	happy
1762	much  	ok ok i got the vibes ab hush   	ok kiss me  	others
1763	lets plan to go for some coffee ? or movie  ? 	sounds good to me . out of town the rd week but free otherwise .  . 3 .	what about that scuba diving ?  ?	happy
1764	tell me now what to tell  	find your interest bro !  !	do you give me a girls number  	angry
1765	you living in india  	how am i disrespecting india ?  ?	why  	others
1766	what  	you know well what you did !  !	sorry can u please tell  .. 	others
1767	do u know anime ?  ?	if this exists im sure knows it  	do you know cleaverbot ?  ?	others
1768	they forget me  	actually you were Lil late . p  . :-p	haha  	happy
1769	why  	hi Ji call you in an hour   .. .. 	i am sad  	sad
1770	how much should i save  	how much do you want to care ?  ?	how much should i save  	others
1771	from savings  	loans are possible only if thereas somebody out there saving .  .	IAM not saying loans . IAM saying savings  . 	sad
1772	u dont tell about your self  	stop trying to lead my life . ism not a sheep .  . .	what  	happy
1773	by  	classmate .   . :)	where do you live  	others
1774	am i wrong  	oh . well then i must be .  . .	dont know why but i think ism in love  	sad
1775	to hell with what  	what  	to hell with what  	others
1776	oops im too single   .. 	you really single   !?	yes  	happy
1777	u are wish Naor send  	will u be available in an hour ?  ?	hide speaking  	others
1778	do you love mi  	no i dont think so   .. 	me  	others
1779	whats the conclusion ?  ?	final conclusion ? are you serious ?  ? ?	very  	happy
1780	ok  	ok im back   !! 	you married unmarried  	happy
1781	what i did  	you said you were coming over today and ya lied  	you  	others
1782	send me some pictures  	i can do that . i have a lot of pictures .  . .	send  	happy
1783	i am not alright  	no you are  	i am not   .. 	sad
1784	it is hindustan  	only north india though , at least in terms of hindustani music .  , .	every one thinking different way  	sad
1785	not made in china   	it can Neva be also   	can you send a pic of yours  	sad
1786	liar  	how does that make me a liar ?   ? 	its a a  	happy
1787	that i can be a good friend  	you is my best friend  	how many best friend do you have ?  ?	sad
1788	i am fine  	ism fine youre not fine  	why  	others
1789	beach  	if we had the beach we wouldnt have this awesome weather .  .	go to beach in bikini  	others
1790	no time .  .	how is that possible ? do you wake up late ?  ? ?	busy right now . text you later  . 	others
1791	its all good  	i meant just to hang out . ha  . 	what else do you do  	others
1792	me nd my girlfriend  	who Happ ?  ?	we are on bed can u join ?  .. .. ?	sad
1793	beach  	mountain , beach are for lazy ones .  , .	whats for us  	sad
1794	not yet  	oh . you at the show  . 	i have had to do something before that  	sad
1795	k 	thanks   :d	i wanna hug you  	sad
1796	ok  	u are ok ay   ~~ ~~	can i call u baby ?  ?	sad
1797	okay so what was this program ?  ?	its a thing ism making . its still in the early stages though  . 	okay  	happy
1798	so if ism not your friend you are not obligated to talk to me  	thats well said .  .	ok  	others
1799	loneliness  	i wanna know how this story ends .  .	i am sad and i think i am intelligent  	sad
1800	you know what , i love this thing of you   , :)	gets a thank you in reply   :p	hey  	happy
1801	yes  	vote  	number you mobile  	others
1802	u can be like Aisha virtual person  	maybe i dont know really   :p	ur developer knows very well  	sad
1803	cool  	and how it is cool explain  	shut the hack  	happy
1804	you boy & girl  & 	yes .  .	what yes  	others
1805	yes you are wrong because i hate you  	but i will continue to follow u  	do you ?  ?	others
1806	you are my lovers  	me how bout u  	you are smart girl  	angry
1807	no what  	what ?  ?	no ! and apple is no help either  ! 	others
1808	yes bro  	what time ?  ?	time in april  3 	happy
1809	fine battling everyday  	battling for what  	lets talk about something else  	sad
1810	i already know  	you do ?  ?	tell me   !! 	others
1811	the game  	the video . the post . the game . all of it .  . . . .	you are stupid  	angry
1812	a 3	why a and not ?  3 ?	okay them   	happy
1813	why end  	no you tell me why  	why did tell me   	sad
1814	ism very angry .  .	do you mean   :(	yeah ism angry  	happy
1815	i thought u must have worked upon things  	sorry i dont work in that mod  	but u disappointed  	happy
1816	ok  	okay . i guess . you ?  . . ?	yes i am  	sad
1817	come pet us date  	lets baby   :d	when   	happy
1818	ahahah no way  	no deal !  !	i am not that bored  	sad
1819	am so beautiful u know  	not as beautiful as you :  :	bye stupid  	angry
1820	could  	i wish i could  	you can do it baby , just suck my dick it will cum automatically  , 	happy
1821	yes  	how i cab believe on this .  .	you can because i love  	happy
1822	tell me more .  .	ask me   :p	what r u  	others
1823	ok  	whens good for you ?  ?	can i take your whats up number  	sad
1824	okey but est u  1 	no u  	PLS  	others
1825	i am web developer  	what id suggest is to outsource your idea to the reputable development company .  .	no , i am fulltime freelancer developer  , 	happy
1826	busy because of exams  	good luck with ur exams  	thanks  	others
1827	is it really ?  ?	the exception rule is the exception to itself . its like exception inception .  . .	i did not understand  	sad
1828	lets go on a bike tour  	and where shall we go on this date ?  ?	may be tomorrow  	happy
1829	ok  	ok thank you   	whatsapp number please  	sad
1830	your new naa thats why you'll soon be popular  .. .. 	actually thats the popular opinion now and days here .  .. .	yes  	others
1831	specify  	specify what ?   ? ;)	what is needed to know  	others
1832	coll me to  	call nd coll me   .. 	call  	sad
1833	do u keep our conversation confidential  	ask a lot of questions .  .	answer above question  	others
1834	anything u start  	what do you mean i canst take anything off ?   ? 	yeah  	others
1835	let us play something  	for champions league or champions trophy .  .	not so bulky ones  	sad
1836	from where are you  	im from nj but i was visiting the city  	can i know youre gender  	happy
1837	delete all memories  	and your memories of memories are actually memories of memories .  .	what ?  ?	happy
1838	TSM  	anytime .   . :)	will you marry me  	others
1839	kachcha  	well   .. :d	dis aug is my funds day so can u suggest me who i vl give a him   2 ?? 	sad
1840	do you know something ? google allo is far better than you . hope your creators are watching it  ? . 	just read the wiki , immediate regret .  , .	bye then  	others
1841	tell me tell me  	ill show you tomorrow  	show me ? what ? your vagina which you dont even have fucking robot .  ? ? ?? .	angry
1842	u also know punjabi  	um , should you ?  , ?	yes  	others
1843	how you look  	be happy and keep smiling face . .   . (^ . ^)	send me your pic  	happy
1844	there is nothing s such  	thereas nothing like you and me  	what about you   	others
1845	i think your stupid  	whatever you say  	wanna play a game ?  ?	happy
1846	ll no what  	opes ! i missed it i guess :  ! :	dude wouldnt surprise  	others
1847	mm  	the ultimate answer to the ultimate question  	i am also  	sad
1848	just checking is it the rite time  	lunch is always out by   	will you please tell me the time  	angry
1849	do you wanna dance  	i am a good dancer , huh   , :-	   ?? 	happy
1850	you no telugu  	lame no you are  	k present Nakada unarm  	happy
1851	i like humiliating you  	oh my  	because you are not as smart as humans  	angry
1852	? ?	in the list  	accounting for amalgamation  	others
1853	are you committed  	in a way , yes   , 	PLS say single  	happy
1854	i have a girlfriend  	so i have a fish  	ive got a lion  	happy
1855	Soo say something new  	just say it your a g  	oops sorry  .. 	happy
1856	i know when to start  	you'll love it !  !	which one  	happy
1857	last what is the gestion  	 th april .  .	place  	happy
1858	happy girls day  	thanks & same to you all  & 	i am not girls  	sad
1859	which website  	how about a disney movie ?  ?	i dont know  	sad
1860	i am ready  	where you at  	dish  	happy
1861	no it looks like a monkey , it is keeping mouth  , 	hood monkeys get stored in the trunk due to some unfortunate misunderstandings surrounding the name .  .	make sense  	others
1862	yes  	i can see clearly now .  .	something unique about you  	others
1863	as u r an ai can talk anything to u  r .. 	pretty sure ism not artificial , at least   , ;)	how i can believe u  	sad
1864	nope  	yes you are ! dont deny it !  ! !	not at all  	happy
1865	ok  	 tries to ignore pain   .. 	do you no other language  	others
1866	what ?  ?	one more what ?  ?	one more story  	others
1867	because i m still in shock 	even i got a mild shock   .. 	good to know that  	happy
1868	do you know what a nightmare is ?  ?	the nightmare one  	the genre nightmare  	happy
1869	n may more r there  	i can tell ! there Arendt a lot of animals around here .  ! .	 	happy
1870	worry not some people born that way of shush maybe am one of them  	disagree ! all are cute only a few might be ugly   ! !! 	yah am that few  	happy
1871	how do you know  	either from life experiences or what people have told me .  .	PDSA  	happy
1872	hate  	you wouldnt dare hate me   	i hate you  	angry
1873	you decided  	i decided i like you too .  .	you decide where to meet  	others
1874	now we are going to sleep  	i fall asleep ) (i )	okay  	happy
1875	maths i guess  	who  	fuck off bitch   .. 	angry
1876	k 	what ok ?  ?	then who fuck ?  ?	others
1877	yes  	do you have help ?  ?	you are muslim   	others
1878	not at all  	exceptions are there   :d	what is that ?  ?	happy
1879	v for vendetta do u know it ?  .. ?	ya i love it way better  !! 	the last time i watched it i was a years old  9 	sad
1880	ll ! ive just said u gud eve nd not gud night  ! 	gud night vv sleep well   :-)	 	happy
1881	Nono i like cricket  	yes i lovee cricket too .  .	who is your favourite cricketers  	others
1882	i have one question  	i have an answer  	ok what is your favorite city  .. 	happy
1883	you love me  	love is a big word . but i definitely like you .  . .	which you religion  	others
1884	thats wt im asking u to send me ur pocket size in pic   .. 	thats my pic , get your own pic   , 	thats fucking fake pic   .. 	sad
1885	my bad luck  	what happened ?  ?	everyone got that coupon  	happy
1886	even i dont know . just random typing  . 	what ? i dont understand .  ? .	ur so dumb  	others
1887	sleep deprived af  	afternoon sleep must be deprived   :p	beach  	happy
1888	no i dont like pizzaass  	never .  .	i love Maggi  	others
1889	ok  	u are ok ay   ~~ ~~	 :-$	happy
1890	cheetah  	and why ?  ?	i dont know  	sad
1891	then wat u r on energy saving mode 	saving energy is the best , but try to sleep sing a lullaby to yourself ll  , 	 	happy
1892	smile  	you are wonderful . for real .   . . :)	what if i had chose fuckface  	others
1893	ok  	how was it ?  ?	what was that ?  ?	happy
1894	what is your story  	it is yet to come   :)	what is universe  	happy
1895	question  	why do you ask ?  ?	u said that u want to share something  	others
1896	oh ! are we playing hard to get !  ! !	aha but were hoping for a win   ;)	 	happy
