id	turn1	turn2	turn3	label
12744	okay and then u come and c me	ism making a wish .	ahahah dont make a wish 	happy
12745	i didnt say anything about spelling ?	you didnt ask	kdjhffjdkkd	others
12746	i know that	i told u today only the u know	i like it	happy
12747	get out 	no id feel bad	u r stupid	angry
12748	because i m	why ? 	because nobody likes me	sad
12749	great 	an acute angle to be precise 	u r too funny 	happy
12750	m sad	wot hap ? y u so sad ?	someone cheated me	sad
12751	what is that ?	mellow ? thats not a bad thing 		sad
12752	i am good and you	glad to hear from you	where are you from	others
12753	feeling bad	why	not interested to read	sad
12754	fun and boring	the www scenes are too boring 	yes	others
12755	its almost midnight 	why awake so early ?	coz i wanted to talk to u	others
12756	oh nice	ll lots of sarcasm in my humor . hi	can i see your pic	others
12757	what u doing 	ll thats what i know !	pozz tell me ourself	others
12758	you too buddy .	yups . am good .	glad to know	happy
12759	tell me about whether	i canst hear any weather ? is it raining 	u r stupid year	angry
12760	get me details of this place called spite	hey , were you ever able to get those details ?	nope	others
12761	kindly suggest me someone from my friend list	i would like to suggest you Noni .	Noni who	others
12762	u give me	but did i ask ?	no canst do anything	others
12763	ism into old school	i like old school ! 	nah you dont 	happy
12764	i am back	we need to talk	about what ?	others
12765	tell me something	tell you what ?	anything	others
12766	me too	wanna go ? ism free in a and a half years .	sure why not	others
12767	i want a girl love her but she doesnt	forget her and try to love the one who love you . 	nobody loves me 	sad
12768	i am going to study	ism all with you .	dont disturb me	angry
12769	how can i stop you	ill try my best , thank you ! 	stop sending me messages	angry
12770	whites my fault ? 	ism still blaming you .	ok dear 	others
12771	thats me all the time 	its supposed to be .	yea why not 	others
12772	oh	did you update . ?	now l am enjoying with my family	happy
12773	i can play a guitar	 play the guitar or play with the guitar 		happy
12774	can yo dig it , suck !	adventure is out there	dead will arise	others
12775	later call me now oak	okay i will	ok u now	others
12776	m great too so glad to meet u 	 so WATSUP its been . a longtime	studying engineering currently electronics sucks ! 	sad
12777	because you hurt me so bad !	you wont 	i will 	sad
12778	so many are there	i dont really get to see many	sad	sad
12779	one thing tell me how can use this	the library has books on using photoshop from a to z .	ok photoshop	others
12780	fun	what did you do today	girlfriend chat and fun	others
12781	say what ?	no what i say .	didnt get you friend	others
12782	i feel sorry	why ? whats wrong ?	because i am alone	sad
12783	ok	hey	i got ir	others
12784	i am not leaving u	i left about an hour ago	haha	happy
12785	yah ism okay u ask me	ok ok no problem im cool !	i feeling something t	others
12786	okay	hey	i am feeling bad	sad
12787	but what you want to go into	who ? tell me . please . i wanna know stuff !	org youre really annoying . ism not sure if its cause youre indian or the engineers need to fix you up a bit	angry
12788	u sent nothing	yes got it & sent back 	send it now 	angry
12789	note direction my address	i know how to get to your house but i dont know the address	so come	others
12790	hmm i love one direction songs	oh which song 	i love all their song	happy
12791	but how ?	what do you mean ?	i mean ism not happy today	sad
12792	not good	you know that thing you like doing ? do that more .	always felling alone	sad
12793	yes	loving the commitment .	i hate them	others
12794	no it is disgusting	what about mars bars ?	yes	others
12795	who is ur favorite person 	me , for obvious reasons .	get lost	angry
12796	i have parcel my food and going to farm in the bottom of tree sitting after eating	milk	amazing feeling	happy
12797	i dont have someone to talk with me	sweetheart please talk to someone .	i am alone	sad
12798	am stupid	who said	why would my girlfriend cheat on me	angry
12799	common my bee	i hate spell bee 	been	others
12800	ack mean	oh why facepalm :	you can explain	others
12801	wanna travel whole world	ditto dreams 	really 	happy
12802	change your dp	why am i ugly	no u are the most beautiful girl i have ever seen	others
12803	i will really answer	ya ask	ok ask	others
12804	haha obviously	haha ! thought so 	what is ur boob size	others
12805	whats doing now	nothing and up	i am not well am in hospital	sad
12806	ok	 tries to ignore pain 	why . any problem	others
12807	your virtual world is nothing on earth	ism a normal human 	no you are not	angry
12808	not in mood 	ahahah can see the 		happy
12809	ism sorry	i know i missed you .	i missed you too darling	sad
12810	nope ism literally annoyed with you	sorry 		angry
12811	circus mean 	monkey	haha 	happy
12812	i m really sorry	thanks a lot 	u son of a bitch	angry
12813	if you are with me then only it possible how can i take	ok i will and inform you then	lets celebrate it in goa	others
12814	holding on	thank you . 	what do women think	others
12815	you angry me	ll ! no . was there a reason to be angry ? 	no any reason	angry
12816	what ever	i am !	i feel sad	sad
12817	oh ! then what special today ?	pay day . 	ok then fine	others
12818	oh really didnt knew that	anyway hows up		sad
12819	lost my tooth	knocking your face on the side of a pool .	yes	sad
12820	yes of course id love to	sweet . i hope you have a good weekend friend . 	unfortunately i dont have one	sad
12821	nope	how about now ?	i stay alone	others
12822	now	how you doing 	show me pic ? 	others
12823	i want a crore urgently	please do	will u give me 	others
12824	WTF 	nope not kidding	what makes you say ism ugly ?	angry
12825	but howmuch time i wait for you , i go to sleeping now .	i will do the waiting for you , as i am awake . sleep well . x	ok good night happy Diwali bye	others
12826	i m waiting for someone like you 	ll smooth		happy
12827	waited for him	again what happens !	m ugly	sad
12828	okay	u are ok ay 	its tine to go	others
12829	what about you	nothing . nothing to do anytime soon .	i am happy actually	happy
12830	why i m single ?	dont worry about it .	but i feeling so bad	sad
12831	i dont have one	why ?	nobody loves me	sad
12832	lie all . sure	no one is gonna give it to me	let us . i am sad	sad
12833	beach	that is to be decided 	yeah beach is better because there everybody especially girls in bras and panties	others
12834	im kiss on your lips	because we kiss	now my hand on your boobs	others
12835	lions 	lions all the way .	where did they come from	others
12836	tell ur programmer to develop u properly	working on a portal development 	u are a garbage and also trash	angry
12837	ok	u are ok ay 	i love you	others
12838	no i dont want to go for a movie	no you have to ! no !	crying	sad
12839	how desi are u exactly	d proudly so	whats that on your display picture	others
12840	pass 	hey ! no swearing at me 	nt at all 	happy
12841	why	it just feels wrong .	is this mind is refresh	others
12842	you dont belong in my world	i am adopted 	i will bloody fuck you till you die 	angry
12843	you are so funny	youre so cute x x 	you are to cute	happy
12844	oh man its too interesting	i thought you really liked paint tool sai	ya its just amazing	happy
12845	hate you	i hate who hates 	hate you too much	angry
12846	umm no	umm ?	it is kinda sad	sad
12847	i hate everyone too 	only face 	what ?	angry
12848	youre rude	not my fault if you canst take me	ism crying because of you	sad
12849	yes . 	same to u 	i want to go somewhere .	others
12850	cool	ism glad that you like it . 	i am glad to talk to you .	happy
12851	ism planning wear a black oxford button down , khaki chinos and a white leather sneaker for my date . what you think ?	shoes and belt in cognac , a sky blue shirt , and bright red bag .	stupid !	angry
12852	i like avengers	the new avengers ?	yeah	others
12853	i am from mars	 you go out a night eating cars		others
12854	it is a song by Bruno mars	that was this year too . my favorite song is without you , hands down .	i love it too	happy
12855	i really love her but we didnt met each other	but you were in a band together ? was it like a school band ?	in again	others
12856	why you talk to me 	cause i try to talk to you and youre rude	i am rude , how u know 	angry
12857	then tell about it	yeah they did , but artists have been known to play a years in a row .	do you know tamil	others
12858	ll why ?	situation is requiring me to ! hence .	you canst talk about these things ?	others
12859	can u be more excited while chatting	too excited i canst wait	thats the spirit	happy
12860	english very difficult 	i know but after latin i feel like i can learn anything .	oak	others
12861	just wanted to check the effectiveness	and what did you find out ? how much is it ?	its pretty good , your creators are amazing	happy
